"","rptro_id","lat","long"
"222",1094185,-72.3425629200688,-40.8803078322885
"223",1101058,-72.9121985565461,-39.9007235353737
"224",1209989,-73.3353704778243,-38.7125875952687
"225",1240416,-73.4501525084754,-42.2007565812102
"226",1244956,-72.5324841734776,-40.0123081355383
"227",1270454,-73.3604746166206,-38.4633510987289
"228",1310420,-72.4918929056648,-40.0314345690135
"229",1021646,-73.5726801504034,-40.4544956858669
"230",1056477,-72.3437750205111,-40.8262484002017
"231",1056286,-72.5640358472523,-39.5535619057992
"232",1059062,-73.4944633282779,-40.9482536004673
"233",1062295,-73.5587486179736,-42.1876188467064
"234",1171634,-71.9329125456352,-39.5939365487929
"235",1062404,-71.9318633325409,-39.5966655101791
"236",1094174,-72.3497808635537,-40.8838066244005
"237",1173193,-72.5229495071006,-45.6107674888029
"238",1212223,-72.3207063176624,-39.8627513493867
"239",1067182,-72.9068904256668,-40.1646818933887
"240",1053787,-73.8175521058458,-41.3240137881665
"241",1171466,-73.3113188949571,-38.5854754365106
"242",1171661,-72.0126819276233,-39.5106110778987
"243",1089920,-73.7366216018654,-42.0029885646093
"244",1090297,-73.3191230193851,-37.7607641284778
"245",1171521,-72.1719137066654,-40.1138515856608
"246",1209753,-73.2096281297049,-38.9012966883245
"247",1211024,-73.8364715930202,-42.3891031366476
"248",1311350,-73.4296236845411,-38.4135191299346
"249",1054063,-73.6729960618234,-41.8827003289055
"250",1053950,-73.3358232283714,-40.2948753657505
"251",1206648,-72.9366744659986,-40.0033220419378
"252",1212094,-72.3037647054628,-39.8852213367069
"253",1212112,-72.3043725062733,-39.8685162508411
"254",1307862,-73.3270447956333,-39.6728110141386
"255",1050017,-72.0412747127728,-39.5438446267679
"256",1052784,-72.0174472674323,-39.5353979988614
"257",1049243,-73.1204072881395,-37.9399465249021
"258",1094073,-72.2646909386093,-41.6582660587503
"259",1090946,-73.3470525204625,-39.7411738333512
"260",1171538,-72.36680420138,-40.0875884949003
"261",1274322,-73.2778363809874,-39.6290167215899
"262",1051973,-72.9283573950982,-40.0161011749503
"263",1088126,-72.1092364225236,-39.5463489283018
"264",1241445,-73.364872977276,-38.5547329289416
"265",1173315,-73.4111316765575,-39.9187709106157
"266",1212693,-72.5572736097215,-40.9944680529167
"267",1063679,-72.2581978814308,-39.4955043718423
"268",1066986,-72.667476851723,-40.2104963818582
"269",1133053,-73.0817157212401,-39.962553545703
"270",1306365,-72.9049753207387,-40.0014108187783
"271",1309256,-73.5287294925675,-40.5262382833146
"272",1131585,-71.9374508784324,-39.5911193499171
"273",1094341,-72.889355244002,-39.4115521634794
"274",1091168,-73.0836674594874,-39.9563876636333
"275",1091536,-73.081547993391,-39.9622714910989
"276",1094377,-73.0260795342772,-39.9870333101222
"277",1206853,-73.2849862379251,-38.772637572673
"278",1212420,-73.3019447891155,-38.9004505402438
"279",1212543,-73.219988350939,-38.8567444805765
"280",1245643,-73.2502724458486,-38.9094188710517
"281",1270459,-73.2574077014289,-38.9665805369746
"282",1053774,-72.7182626032297,-39.3121275805004
"283",1056741,-72.463271087303,-40.887576233979
"284",1055549,-73.2153258972347,-38.635224047155
"285",1062009,-73.3436313623581,-39.7002938206984
"286",1062045,-73.2235456539442,-40.0708416126103
"287",1064080,-72.4837451917063,-45.7781573995375
"288",1066708,-72.463271087303,-40.887576233979
"289",1210348,-72.0995049523512,-38.7610806554387
"290",1088028,-71.9972682172617,-39.5742766477614
"291",1173196,-72.5205087002331,-45.6117316339104
"292",1212249,-73.343602915518,-38.8107341599696
"293",1100601,-72.3985113385826,-41.9071924446856
"294",1100604,-72.398450419729,-41.9066146924939
"295",1100607,-72.3988416479213,-41.9073710425114
"296",1100613,-72.4804808671923,-41.9258443124862
"297",1100616,-72.4811760295175,-41.9207442555558
"298",1100619,-72.4800442572681,-41.9246819780336
"299",1212109,-72.3062375277197,-39.8674606075218
"300",1182639,-73.7502919807264,-42.1033790092775
"301",1207559,-73.2759800457765,-38.8163244972827
"302",1210022,-73.3011636627856,-38.9008086117519
"303",1212600,-73.3378426987929,-38.8028849959924
"304",1056580,-72.3272171429272,-40.803050775646
"305",1053892,-72.3072304116563,-40.1240513017203
"306",1055869,-73.4088694741363,-38.5459676002014
"307",1208079,-72.4545762193616,-39.7024800239886
"308",1309949,-72.9151860299407,-41.0522118073019
"309",1212211,-72.318427290797,-39.8669415272317
"310",1309953,-72.9161938694157,-41.0534550392912
"311",1209736,-72.6246528032068,-40.2053551814408
"312",1309951,-72.9158949513026,-41.0527470601992
"313",1309957,-72.9136111147483,-41.0546062637721
"314",1309955,-72.916034546101,-41.055109504872
